MSSubClass,MSZoning,LotFrontage,LotArea,Alley,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
20,RL,NA,8339,NA,5,7,1959,1959,0,TA,0,0,0,0,TA,Y,SBrkr,882,0,0,882,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1959,1,294,0,0,0,0,0,0,NA,MnPrv,Shed,1200,7,2007,106500
30,RL,NA,7446,NA,4,5,1941,1950,0,TA,266,0,522,788,TA,Y,FuseA,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,NA,NA,0,0,0,0,0,0,0,0,NA,GdWo,NA,0,4,2006,100000
50,RL,60,10134,NA,5,6,1940,1950,0,TA,0,0,735,735,Gd,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1940,1,240,0,39,0,0,0,0,NA,NA,NA,0,7,2007,109000
20,RL,68,9571,NA,5,6,1956,1956,0,TA,739,0,405,1144,TA,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1956,1,596,44,0,0,0,0,0,NA,NA,NA,0,6,2010,129000
20,RL,60,7200,NA,5,5,1972,1972,0,TA,777,0,117,894,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1985,2,600,215,0,0,0,0,0,NA,NA,NA,0,9,2009,123000
60,RL,69,7590,NA,5,5,1962,1962,288,TA,540,0,324,864,TA,Y,SBrkr,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962,1,264,0,168,0,0,0,0,NA,NA,NA,0,7,2007,169500
30,RM,60,8967,NA,5,2,1920,1950,0,TA,0,0,961,961,Gd,Y,Mix,1077,0,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,NA,Detchd,1920,1,338,0,0,0,0,0,0,NA,NA,NA,0,11,2007,67000
60,FV,65,8125,NA,7,5,2006,2007,100,Gd,812,0,280,1092,Ex,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,2007,2,438,0,168,0,0,0,0,NA,NA,NA,0,10,2009,241000
120,RL,38,14963,NA,8,5,1996,1996,0,Gd,786,0,474,1260,Ex,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996,2,500,120,30,0,0,224,0,NA,NA,NA,0,12,2008,245500
20,RL,65,8767,NA,7,5,2005,2005,0,Gd,24,0,1286,1310,Ex,Y,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,2,400,0,0,0,0,0,0,NA,NA,NA,0,7,2006,164990
30,RL,60,10200,NA,5,8,1940,1997,0,TA,0,0,672,672,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1940,1,240,168,0,0,0,0,0,NA,GdPrv,NA,0,8,2008,108000
60,RL,93,12090,NA,8,5,1998,1998,650,Gd,0,0,1141,1141,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998,2,420,144,123,0,0,0,0,NA,NA,NA,0,7,2006,258000
60,RL,NA,10364,NA,6,5,1995,1996,0,TA,0,0,806,806,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,2,373,0,40,0,0,0,0,NA,NA,NA,0,5,2007,168000
20,RL,NA,9991,NA,4,4,1976,1993,0,TA,1116,0,165,1281,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993,2,490,120,78,0,0,0,0,NA,GdWo,NA,0,6,2009,150000
50,RL,51,10480,NA,6,5,1936,1950,0,TA,0,0,1064,1064,Ex,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,NA,Detchd,1936,1,240,0,0,0,0,0,0,NA,NA,NA,0,3,2008,115000
70,RL,63,15576,NA,6,7,1915,1976,0,TA,0,0,840,840,Ex,Y,SBrkr,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,1960,1,308,0,0,160,0,0,0,NA,NA,NA,0,3,2008,177000
60,RL,109,14154,NA,7,5,2006,2006,350,Gd,0,0,1063,1063,Ex,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006,3,947,192,62,0,0,0,0,NA,NA,NA,0,8,2007,280000
60,FV,85,10800,NA,8,5,2007,2008,100,Gd,789,0,245,1034,Ex,Y,SBrkr,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008,3,836,0,102,0,0,0,0,NA,NA,NA,0,4,2008,339750
20,RL,68,9571,NA,5,3,1958,1958,0,TA,0,0,1276,1276,TA,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,Attchd,1958,1,350,0,0,0,0,0,0,NA,NA,NA,0,6,2009,60000
190,RL,100,34650,NA,5,5,1955,1955,0,TA,1056,0,0,1056,TA,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1955,2,572,264,0,0,0,0,0,NA,NA,NA,0,1,2006,145000
20,FV,NA,4403,NA,7,5,2009,2009,432,Ex,578,0,892,1470,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009,2,484,0,144,0,0,0,0,NA,NA,NA,0,6,2010,222000
30,RM,56,8960,Grvl,5,6,1927,1950,0,TA,0,0,1008,1008,Gd,Y,FuseA,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927,2,360,0,0,130,0,0,0,NA,NA,NA,0,3,2010,115000
60,RL,59,11228,NA,7,5,1993,1993,0,Gd,50,531,499,1080,Ex,Y,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,3,678,196,187,0,0,0,0,NA,NA,NA,0,12,2008,228000
20,RL,73,8899,NA,7,5,2007,2007,0,Gd,24,0,1316,1340,Ex,Y,SBrkr,1340,0,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2007,2,396,100,30,0,0,0,0,NA,NA,NA,0,8,2007,181134
60,RL,74,7844,NA,6,7,1978,1978,203,TA,209,0,463,672,TA,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978,2,440,0,0,0,0,0,0,NA,NA,NA,0,3,2006,149500
70,RL,86,22420,NA,6,6,1918,1950,0,TA,1128,0,242,1370,TA,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918,3,864,0,0,0,0,0,0,NA,NA,NA,0,11,2007,239000
50,RL,60,8160,NA,5,6,1940,1950,0,TA,312,0,444,756,Fa,N,FuseF,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1940,1,240,0,0,0,0,0,0,NA,NA,NA,0,4,2007,126000
20,RL,65,8450,NA,5,6,1968,1968,0,TA,775,0,281,1056,Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,1,304,0,85,184,0,0,0,NA,NA,NA,0,7,2010,142000
90,RM,78,7060,NA,7,5,1997,1998,200,TA,1309,0,35,1344,Ex,Y,SBrkr,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,NA,Attchd,1997,4,784,0,0,0,0,0,0,NA,NA,NA,0,11,2008,206300
20,RL,NA,16635,NA,6,7,1977,2000,126,Gd,1246,0,356,1602,Gd,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977,2,529,240,0,0,0,0,0,NA,NA,NA,0,6,2009,215000
20,RL,100,21750,NA,5,5,1954,1954,0,TA,0,0,988,988,Ex,Y,FuseA,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1954,2,520,0,0,0,0,0,0,NA,NA,NA,0,2,2008,113000
60,RL,80,9200,NA,8,5,1998,1998,473,Gd,986,0,484,1470,Gd,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998,3,696,0,66,0,0,0,0,NA,NA,NA,0,6,2008,315000
20,RL,72,9000,NA,6,5,1956,1956,74,TA,616,0,580,1196,Gd,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,1,297,0,44,0,0,0,0,NA,NA,NA,0,5,2008,139000
60,RM,60,3378,Grvl,7,8,1946,1992,0,TA,0,0,651,651,Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947,1,240,0,0,126,0,0,0,NA,NA,NA,0,9,2009,135000
80,RL,NA,12800,NA,7,5,1989,1989,145,Gd,1518,0,0,1518,Gd,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989,2,569,80,0,0,0,396,0,NA,NA,NA,0,8,2009,275000
20,RL,77,8593,NA,4,6,1957,1957,0,TA,288,0,619,907,Ex,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1964,1,352,0,0,0,0,0,0,NA,NA,NA,0,7,2008,109008
20,RL,64,6762,NA,7,5,2007,2007,108,Gd,664,0,544,1208,Ex,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,2,628,105,54,0,0,0,0,NA,NA,NA,0,9,2007,195400
20,RL,130,11457,NA,6,5,1988,1988,0,TA,1005,0,387,1392,TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988,2,576,0,0,169,0,0,0,NA,NA,NA,0,3,2009,175000
160,RM,21,1680,NA,6,5,1971,1971,232,TA,387,0,96,483,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,NA,Detchd,1971,1,264,0,0,0,0,0,0,NA,NA,NA,0,7,2008,85400
50,RM,60,5586,NA,6,7,1920,1998,0,TA,0,0,901,901,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,NA,NA,NA,0,0,0,98,0,0,0,0,NA,MnPrv,NA,0,9,2008,79900
160,RM,24,1920,NA,5,5,1971,1971,376,TA,471,0,294,765,Ex,Y,SBrkr,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,NA,Detchd,1971,2,440,240,36,0,0,0,0,NA,NA,NA,0,8,2007,122500
60,RL,100,10839,NA,6,5,1997,1998,0,TA,0,0,926,926,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,2,470,0,36,0,0,0,0,NA,NA,NA,0,7,2008,181000
180,RM,21,1890,NA,4,7,1972,1972,0,TA,495,0,135,630,Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,NA,0,0,88,0,0,0,0,0,NA,NA,NA,0,6,2008,81000
60,RL,43,10667,NA,7,6,1996,1996,0,Gd,385,344,70,799,Ex,Y,SBrkr,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996,2,550,158,61,0,0,0,0,NA,NA,NA,0,4,2009,212000
50,RM,40,4400,NA,6,8,1920,1950,0,TA,0,0,648,648,TA,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1990,2,440,0,0,0,0,0,0,NA,NA,NA,0,10,2006,116000
45,RM,50,6000,NA,6,7,1926,2004,0,Gd,0,0,884,884,Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1926,1,180,0,0,105,0,0,0,NA,NA,NA,0,1,2009,119000
30,RL,40,4280,NA,5,6,1913,2002,0,TA,365,0,75,440,TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990,1,352,0,0,34,0,0,0,NA,MnPrv,NA,0,3,2007,90350
50,RL,67,12354,Grvl,6,8,1920,2000,0,TA,0,0,684,684,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,2005,2,528,0,46,0,0,0,0,NA,GdPrv,Shed,800,8,2009,110000
20,RL,105,15431,NA,10,5,2008,2008,200,Ex,1767,539,788,3094,Ex,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008,3,672,0,72,0,0,170,0,NA,NA,NA,0,4,2009,555000
90,RL,92,12108,NA,4,4,1955,1955,270,TA,133,0,1307,1440,TA,N,FuseF,1440,0,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,9,2008,118000
50,RM,52,6240,NA,5,7,1930,1992,0,TA,0,0,1078,1078,TA,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930,2,360,0,0,0,0,0,0,NA,NA,NA,0,6,2008,162900
120,RL,53,3922,NA,7,5,2006,2007,72,Gd,0,0,1258,1258,Ex,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007,3,648,144,16,0,0,0,0,NA,NA,NA,0,6,2007,172500
60,RL,70,8750,NA,7,5,1994,1995,0,Gd,642,0,273,915,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994,2,493,144,133,0,0,0,0,NA,NA,NA,0,7,2008,210000
20,RL,73,9855,NA,6,5,1956,1956,0,TA,0,0,1436,1436,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956,2,480,0,0,0,0,0,0,NA,MnPrv,NA,0,11,2009,127500
20,RL,137,16492,NA,6,6,1966,2002,0,Gd,247,713,557,1517,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966,2,578,0,0,0,0,0,0,NA,NA,NA,0,6,2010,190000
60,RL,NA,11214,NA,7,5,1998,1999,0,Gd,0,0,930,930,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998,2,431,89,0,0,0,0,0,NA,NA,NA,0,7,2006,199900
50,RM,50,8600,NA,6,6,1937,1950,0,TA,0,0,780,780,TA,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937,1,198,0,0,0,0,0,0,NA,NA,NA,0,6,2006,119500
50,RM,50,6000,NA,3,7,1948,2002,0,TA,331,0,318,649,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,NA,Detchd,1981,1,308,0,176,0,0,0,0,NA,NA,NA,0,6,2007,120000
30,RM,70,5684,NA,6,8,1930,2005,0,TA,0,0,813,813,Ex,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,1932,1,270,0,113,0,0,0,0,NA,NA,NA,0,6,2006,110000
20,RL,62,70761,NA,7,5,1975,1975,0,TA,655,0,878,1533,TA,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975,2,576,200,54,0,0,0,0,NA,NA,NA,0,12,2006,280000
60,RL,NA,9303,NA,6,5,1996,1997,42,Gd,742,0,130,872,Ex,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,TA,7,Typ,0,NA,Attchd,1996,2,422,144,122,0,0,0,0,NA,NA,NA,0,7,2007,204000
60,FV,75,9000,NA,8,5,2008,2008,0,Gd,0,0,768,768,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2008,2,676,0,30,0,0,0,0,NA,NA,NA,0,6,2009,210000
90,RL,63,9297,NA,5,5,1976,1976,0,TA,1606,0,122,1728,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,TA,8,Typ,0,NA,Detchd,1976,2,560,0,0,0,0,0,0,NA,NA,NA,0,7,2006,188000
20,RL,80,9600,NA,7,6,1973,1973,320,TA,916,0,326,1242,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973,2,528,0,0,0,0,0,0,NA,NA,NA,0,9,2007,175500
70,RM,34,4571,Grvl,5,5,1916,1950,0,TA,0,0,624,624,Fa,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1916,3,513,0,0,96,0,0,0,NA,NA,NA,0,5,2008,98000
20,RL,NA,53227,NA,4,6,1954,1994,0,TA,1116,0,248,1364,Ex,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954,2,529,224,137,0,0,0,0,NA,NA,NA,0,3,2008,256000
70,RM,NA,5100,Grvl,8,7,1925,1996,0,TA,0,0,588,588,Fa,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925,1,228,192,63,0,0,0,0,NA,MnPrv,NA,0,6,2008,161000
50,RL,NA,7015,NA,5,4,1950,1950,161,TA,185,0,524,709,TA,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1950,1,352,0,0,248,0,0,0,NA,NA,NA,0,7,2009,110000
60,FV,75,8004,NA,8,5,2009,2009,110,Gd,544,0,288,832,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,NA,BuiltIn,2009,2,552,0,150,0,0,0,0,NA,NA,NA,0,12,2009,263435
70,RL,60,7200,NA,7,9,1936,2007,0,Gd,350,210,0,560,Ex,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1971,2,576,256,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,155000
20,RL,60,8281,NA,5,5,1965,1965,0,TA,553,311,0,864,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965,1,360,0,0,236,0,0,0,NA,GdWo,NA,0,12,2009,62383
70,RL,74,11988,NA,6,7,1934,1995,0,TA,326,0,389,715,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939,1,240,0,0,0,0,0,0,NA,NA,NA,0,8,2008,188700
20,RL,60,8430,NA,5,5,1978,1978,136,TA,616,0,424,1040,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,8,2009,124000
120,RM,NA,3072,NA,7,5,2004,2004,18,Gd,0,0,1375,1375,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004,2,398,144,20,0,0,0,0,NA,NA,NA,0,5,2006,178740
20,RL,85,10628,NA,7,5,1970,1970,0,TA,778,0,499,1277,TA,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1970,2,526,0,0,0,0,176,0,NA,GdWo,NA,0,4,2007,167000
70,RL,79,9480,NA,5,7,1942,1995,224,TA,386,0,342,728,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942,1,312,168,0,0,0,0,0,NA,NA,NA,0,6,2007,146500
20,RL,98,11428,NA,8,5,2006,2006,248,Gd,0,0,1626,1626,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,3,866,0,44,0,0,0,0,NA,NA,NA,0,5,2007,250000
60,RL,76,9291,NA,6,5,1993,1993,120,Gd,426,0,406,832,Ex,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1993,2,506,144,70,0,0,0,0,NA,NA,NA,0,6,2008,187000
120,RL,NA,6820,NA,8,5,1985,1985,0,Gd,368,1120,0,1488,TA,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,NA,Attchd,1985,2,528,0,54,0,0,140,0,NA,NA,NA,0,6,2010,212000
60,RL,92,11952,NA,7,6,1977,1977,0,TA,0,0,808,808,TA,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1977,2,534,0,0,0,0,276,0,NA,NA,NA,0,11,2007,190000
180,RM,35,3675,NA,6,5,2005,2005,80,TA,459,0,88,547,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,NA,Basment,2005,2,525,0,28,0,0,0,0,NA,NA,NA,0,6,2008,148000
20,RL,110,14977,NA,8,5,2006,2007,304,Gd,1350,0,626,1976,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006,3,908,250,63,0,0,0,0,NA,NA,NA,0,7,2007,440000
120,RL,41,5330,NA,8,5,2000,2000,0,Gd,1196,0,298,1494,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,NA,Attchd,2000,2,499,96,48,0,0,0,0,NA,NA,NA,0,8,2007,251000
20,RL,80,8480,NA,5,6,1963,1963,0,TA,630,0,340,970,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1996,2,624,0,24,0,0,192,0,NA,NA,NA,0,7,2007,132500
20,RL,75,13125,NA,6,5,1997,1998,215,TA,994,0,484,1478,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997,2,508,140,39,0,0,0,0,NA,NA,NA,0,4,2008,208900
60,RL,105,13693,NA,9,5,2006,2006,772,Ex,0,0,2153,2153,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006,3,694,414,84,0,0,0,0,NA,NA,NA,0,3,2007,380000
20,RL,79,10637,NA,8,5,2007,2008,336,Gd,1288,0,417,1705,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,3,826,208,44,0,0,0,0,NA,NA,NA,0,9,2009,297000
30,RM,50,5925,NA,4,7,1937,2000,435,TA,168,0,739,907,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,NA,Detchd,1995,2,672,0,72,0,0,0,0,NA,MnPrv,NA,0,3,2007,89471
20,RL,98,16033,NA,9,5,2004,2005,378,Gd,1261,0,572,1833,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,3,772,519,112,0,0,0,0,NA,NA,NA,0,3,2006,326000
20,RL,72,11846,NA,9,5,2003,2004,562,Gd,1567,0,225,1792,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003,3,874,206,49,0,0,0,0,NA,NA,NA,0,8,2006,374000
70,RM,50,2500,Pave,7,8,1915,2005,0,Gd,299,0,611,910,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,1915,1,164,0,0,0,0,0,0,NA,NA,NA,0,6,2009,155000
120,RM,32,4500,NA,6,5,1998,1998,116,TA,897,0,319,1216,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,2,402,0,125,0,0,0,0,NA,NA,NA,0,5,2006,164000
20,RL,NA,7758,NA,5,7,1962,2001,0,TA,588,0,411,999,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1963,1,264,0,132,0,0,0,0,NA,NA,NA,0,3,2007,132500
20,RL,80,9600,NA,5,7,1950,2007,0,Gd,607,0,506,1113,Gd,Y,SBrkr,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950,1,264,0,80,120,0,0,0,NA,NA,NA,0,7,2009,147000
20,RL,79,10289,NA,5,7,1965,1965,168,TA,836,0,237,1073,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1965,2,515,0,0,0,0,0,0,NA,NA,NA,0,6,2007,156000
20,RL,70,12243,NA,5,6,1971,1971,0,TA,998,0,486,1484,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1971,2,487,224,0,0,0,180,0,NA,NA,NA,0,2,2007,175000
190,RL,60,10800,NA,5,4,1900,1970,0,TA,664,0,290,954,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,1970,2,520,142,0,0,0,0,0,NA,NA,NA,0,5,2006,160000
180,RM,21,1526,NA,4,8,1970,2002,0,TA,515,0,115,630,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,1970,1,286,0,0,0,0,0,0,NA,NA,NA,0,5,2009,86000
160,RM,NA,2665,NA,5,6,1976,1976,0,TA,0,0,264,264,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,1976,1,336,141,24,0,0,0,0,NA,NA,NA,0,6,2008,115000
50,RL,79,9490,NA,6,7,1941,1950,0,TA,403,165,238,806,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941,1,240,0,0,32,0,0,0,NA,MnPrv,NA,0,8,2006,133000
60,RL,105,15578,NA,6,5,2006,2006,0,Gd,0,0,728,728,Gd,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,TA,8,Typ,0,NA,Attchd,2006,2,429,0,0,0,0,0,0,NA,NA,NA,0,5,2006,172785
20,RL,70,7931,NA,5,6,1960,1960,0,TA,374,532,363,1269,TA,Y,FuseA,1269,0,0,1269,0,0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,1964,1,308,0,0,0,0,0,0,NA,NA,NA,0,6,2008,155000
30,RM,50,5784,NA,5,8,1938,1996,0,TA,0,0,190,190,Gd,Y,FuseA,886,0,0,886,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1938,1,273,144,20,80,0,0,0,NA,NA,NA,0,12,2009,91300
30,C (all),60,7879,NA,4,5,1920,1950,0,TA,495,0,225,720,TA,N,FuseA,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,0,0,0,523,115,0,0,0,NA,GdWo,NA,0,11,2009,34900
20,RL,NA,12692,NA,8,5,1992,1993,0,Gd,1231,0,1969,3200,Ex,Y,SBrkr,3228,0,0,3228,1,0,3,0,4,1,Gd,10,Typ,1,Gd,Attchd,1992,2,546,264,75,291,0,0,0,NA,NA,NA,0,5,2007,430000
